,player_name,year,team,player_position,player_height,player_weight,process_status
33,Kevin Hartley,2013,Gardner Webb,Forward,198,106,Success
34,Staats Battle,2013,North Carolina St.,Guard,198,92,Success
35,Lamar Bradbury,2013,Charlotte,Forward,190,97,Success
36,Mike Shaw,2013,Illinois,Forward,203,104,Success
37,Stojan Gjuroski,2013,Louisiana Tech,Forward,203,92,Success
38,Peter Hooley,2013,Albany,Guard,193,90,Success
39,Tyler Russell,2013,Houston Baptist,Guard,183,81,Success
40,Ray Chambers,2013,Troy,Forward,198,99,Success
41,Will Artino,2013,Creighton,Center,211,104,Success
42,Josh Mason,2013,Alabama St.,-1,-1,-1,Failure: Did not find player
43,Brendan Allen,2013,Connecticut,Guard,190,84,Success
44,Ross Travis,2013,Penn St.,Forward,201,106,Success
45,Rahlir Hollis-Jefferson,2013,Temple,-1,-1,-1,Failure: Did not find player
46,Gary Browne,2013,West Virginia,Guard,185,88,Success
47,Kevin Montminy,2013,Penn St.,Guard,190,83,Success
48,Kenny Buckner,2013,Boise St.,Center,201,113,Success
49,Brian Long,2013,Kentucky,Guard,175,70,Success
50,Jon Smith,2013,Ohio,Forward,208,99,Success
51,Leon Gibson,2013,Houston,Forward,206,111,Success
52,Green Hill,2013,Alabama A&M,Guard,178,79,Success
53,Jesus Delgado,2013,UT Rio Grande Valley,-1,-1,-1,Failure: Did not find player
54,Fred Sturdivant,2013,Texas Southern,Forward,201,83,Success
55,Madarious Gibbs,2013,Texas Southern,Guard,185,86,Success
56,Lance Stokes,2013,Chattanooga,Forward,201,102,Success
57,Hayden Humes,2013,Illinois Chicago,Forward,203,97,Success
58,Jamie Schneck,2013,Hartford,Forward,203,108,Success
59,Mark Nwakamma,2013,Hartford,Forward,198,106,Success
60,Cory Starkey,2013,Bucknell,Forward,203,99,Success
61,Nnanna Egwu,2013,Illinois,Forward,211,113,Success
62,Corban Wroe,2013,Hartford,Guard,188,88,Success
63,Ge'Lawn Guyn,2013,Cincinnati,Guard,188,83,Success
64,Christopher Anderson,2013,San Diego,Guard,170,68,Success
65,Mansa Habeeb,2013,Idaho,Guard,190,97,Success
66,David Kravish,2013,California,Forward,208,108,Success
67,Rian Pearson,2013,Toledo,Guard,193,86,Success
68,Stephen Albrecht,2013,Brown,Guard,190,79,Success
69,Kwamain Mitchell,2013,Saint Louis,Guard,178,79,Success
70,Brandon Stewart,2013,Bethune Cookman,Guard,188,83,Success
71,Jaylon Floyd,2013,Arkansas Pine Bluff,Forward,198,92,Success
72,Gary Winston,2013,Portland St.,Guard,183,86,Success
73,Mathiang Muo,2013,Charleston Southern,Forward,198,98,Success
74,Kedren Johnson,2013,Vanderbilt,Guard,193,103,Success
75,Tyson Cunningham,2013,Mississippi St.,Guard,190,89,Success
76,Ben Olayinka,2013,Northern Arizona,Forward,201,98,Success
77,Kyle Jones,2013,Arkansas Pine Bluff,Guard,178,83,Success
78,George Fant,2013,Western Kentucky,Forward,198,113,Success
79,Eric Stutz,2013,Eastern Kentucky,Forward,203,102,Success
80,Tola Akomolafe,2013,FIU,Guard,198,95,Success
81,Brian Okam,2013,Appalachian St.,Center,213,111,Success
82,Christian Behrens,2013,California,Forward,203,102,Success
83,Roger Franklin,2013,North Texas,Guard,196,99,Success
84,Cam Griffin,2013,Denver,Guard,190,86,Success
85,Oto Osenieks,2013,Minnesota,Forward,203,99,Success
86,Cameron Monroe,2013,Southern,Guard,188,90,Success
87,Joe Hanstad,2013,Boise St.,Guard,193,92,Success
88,Derrick Marks,2013,Boise St.,Guard,190,95,Success
89,Sam Thompson,2013,Ohio St.,Forward,201,90,Success
90,Zach Horstman,2013,South Dakota St.,Guard,198,92,Success
91,Francis Edosomwan,2013,East Carolina,Guard,190,99,Success
92,Jamee Crockett,2013,DePaul,Forward,193,92,Success
93,Joseph Young,2013,Houston,Guard,188,83,Success
94,Christopher Coyne,2013,Saint Joseph's,Guard,188,81,Success
95,Isaiah Morton,2013,Marist,Guard,173,77,Success
96,Briante Weber,2013,VCU,Guard,188,74,Success
97,T.J. Curry,2013,Marist,Guard,185,86,Success
98,Gelaun Wheelwright,2013,Weber St.,Guard,185,88,Success
99,Tre Drye,2013,Tulane,-1,-1,-1,Failure: Did not find player
100,Jaylon Moore,2013,Evansville,Forward,201,104,Success
101,Patrick Kerrigan,2013,Holy Cross,Forward,203,97,Success
102,Wendell Wright,2013,South Alabama,Guard,198,92,Success
103,Ben Clifford,2013,Utah St.,Forward,201,99,Success
104,Jared Tadlock,2013,Miami OH,Center,206,94,Success
105,Will Sullivan,2013,Miami OH,Guard,190,86,Success
106,Richie Sebuharara,2013,Buffalo,Guard,185,72,Success
107,Raphael Smith,2013,Indiana,Guard,190,78,Success
108,Paris Gulley,2013,Milwaukee,Guard,188,77,Success
109,Kelvin Penn,2013,Florida Atlantic,Forward,198,105,Success
110,Gabas Maldunas,2013,Dartmouth,Forward,206,104,Success
111,Anthony Stitt,2013,College of Charleston,Guard,185,88,Success
112,Collin Chiverton,2013,Eastern Washington,-1,-1,-1,Failure: Did not find player
113,Jay Harris,2013,Tennessee St.,Guard,178,77,Success
114,Travis Trice,2013,Michigan St.,Guard,185,79,Success
115,Greg Kelley,2013,Yale,Forward,203,102,Success
116,Ollie Jackson,2013,St. Francis PA,Guard,190,73,Success
117,Todd Nelson,2013,Southeastern Louisiana,Guard,190,83,Success
118,Andrew Bock,2013,Pacific,Guard,188,79,Success
119,John Manning,2013,Saint Louis,Center,211,113,Success
120,Jourdan DeMuynck,2013,Prairie View A&M,-1,-1,-1,Failure: Did not find player
121,Ryan Gesiakowski,2013,Prairie View A&M,Guard,193,88,Success
122,Taylor Smith,2013,Stephen F. Austin,Forward,198,97,Success
123,Naadir Tharpe,2013,Kansas,Guard,180,77,Success
124,Lawrence Alexander,2013,North Dakota St.,Guard,190,81,Success
125,Cady Lalanne,2013,Massachusetts,Center,208,114,Success
126,Craig Ponder,2013,UNC Wilmington,Guard,185,83,Success
127,Cedrick Williams,2013,UNC Wilmington,Forward,206,102,Success
128,Freddie Jackson,2013,UNC Wilmington,Guard,193,83,Success
129,Justin Martin,2013,Xavier,Forward,198,92,Success
130,John Auslander,2013,Maryland,Forward,201,99,Success
131,Warren Flood Jr.,2013,American,-1,-1,-1,Failure: Did not find player
132,Tyrus McGee,2013,Iowa St.,Guard,188,92,Success
133,Romero Osby,2013,Oklahoma,Forward,203,105,Success
134,Jamel Fuentes,2013,Norfolk St.,Guard,193,83,Success
135,Taylor Abt,2013,Holy Cross,Forward,203,102,Success
136,Aaron Brown,2013,West Virginia,Guard,196,97,Success
137,Martin Smith,2013,Lipscomb,Guard,183,79,Success
138,Justin Wesley,2013,Kansas,Forward,206,99,Success
139,Austin Chatman,2013,Creighton,Guard,183,79,Success
140,Chris Freeman,2013,Austin Peay,Forward,198,92,Success
141,Deonte Alexander,2013,Lipscomb,Guard,185,79,Success
142,Chad Johnson,2013,Lipscomb,Forward,198,0,Success
143,Karol Gruszecki,2013,UT Arlington,Forward,196,90,Success
144,Dewayne Bowden,2013,Houston Baptist,Guard,180,74,Success
145,Hugh Greenwood,2013,New Mexico,Guard,190,92,Success
146,Raheem Appleby,2013,Louisiana Tech,Guard,193,72,Success
147,Shane Larkin,2013,Miami FL,Guard,180,79,Success
148,Kevin Douglas,2013,St. Francis NY,Guard,196,102,Success
149,Allan Guei,2013,Cal St. Northridge,Guard,175,72,Success
150,Kenneth Smith,2013,Louisiana Tech,Guard,190,81,Success
151,Milton Chavis,2013,Morehead St.,Forward,198,95,Success
152,Moussa Kone,2013,Hofstra,Forward,203,104,Success
153,Tyrone Staggers,2013,Lehigh,Forward,196,95,Success
154,Tre Demps,2013,Northwestern,Guard,190,89,Success
155,Matt Borton,2013,Idaho,Guard,196,88,Success
156,Andrew Smith,2013,Liberty,Forward,206,113,Success
157,Shelby Moats,2013,Vanderbilt,Forward,203,100,Success
158,Quinn Cook,2013,Duke,Guard,188,83,Success
159,Andrew Nicholas,2013,Monmouth,Guard,198,102,Success
160,Kevin Henderson,2013,Montana,Guard,193,88,Success
161,Jordan Gregory,2013,Montana,Guard,188,87,Success
162,Kyle Heck,2013,SIU Edwardsville,Guard,190,86,Success
163,Willie Green,2013,Stetson,Guard,193,90,Success
164,Lonnie Watson,2013,Cal St. Northridge,Guard,193,86,Success
165,Tomasz Gielo,2013,Liberty,Forward,206,99,Success
166,Igor Hadziomerovic,2013,Boise St.,Guard,193,97,Success
167,Anthony Drmic,2013,Boise St.,Guard,198,92,Success
168,John Cannon,2013,Georgia,Center,208,108,Success
169,Ricky Tarrant,2013,Tulane,Guard,188,86,Success
170,Quentin Jones,2013,UMBC,Guard,183,83,Success
171,Narbeh Ebrahimian,2013,San Diego St.,Guard,190,90,Success
172,Jerome Jones,2013,SIU Edwardsville,Forward,196,99,Success
173,Mario Blessing,2013,USC Upstate,Guard,188,74,Success
174,Fred Miller,2013,USC Upstate,Guard,193,90,Success
175,Jeff Early,2013,Southern Illinois,Guard,185,84,Success
176,Mike McChristian,2013,Idaho,Guard,188,90,Success
177,Robert Brown,2013,Virginia Tech,Forward,193,97,Success
178,Dexter Kernich-Drew,2013,Washington St.,Guard,201,86,Success
179,Jaleel Williams,2013,San Jose St.,Forward,201,99,Success
180,Josiah Heath,2013,Canisius,Forward,206,104,Success
181,Kyle Odister,2013,Cal Poly,Guard,183,79,Success
182,Junior Fortunat,2013,Rider,Forward,206,106,Success
183,Colin Beatty,2013,Pacific,Guard,193,92,Success
184,Ross Rivera,2013,Pacific,Forward,201,102,Success
185,Patrick Crowley,2013,Notre Dame,Guard,190,91,Success
186,T.J. Diop,2013,Seattle,Forward,203,97,Success
187,Thomas Greer,2013,Austin Peay,Guard,196,81,Success
188,Manny Thomas,2013,Marist,Guard,196,86,Success
189,Stan Simpson,2013,Memphis,Forward,206,107,Success
190,Arnold Louis,2013,Savannah St.,Forward,201,92,Success
191,Aaron O'Neill,2013,Furman,Guard,183,81,Success
192,Nick Hinton,2013,Texas St.,Forward,206,102,Success
193,London Dokubo,2013,Loyola Chicago,Guard,183,77,Success
194,Jamel Flash,2013,Towson,Forward,208,99,Success
195,Jared Accetturra,2013,Colgate,-1,-1,-1,Failure: Did not find player
196,Kameron Dunnican,2013,Georgia Southern,Forward,203,95,Success
197,Nick Goff,2013,Ohio,Guard,193,83,Success
198,Austin Richie,2013,Western Michigan,Guard,190,83,Success
199,Dominque Major,2013,St. Francis PA,-1,-1,-1,Failure: Did not find player
200,Alex Welhouse,2013,Nebraska Omaha,Forward,201,99,Success
201,Dan Peera,2013,Rice,Guard,183,81,Success
202,Shawn Meyer,2013,Kansas St.,Guard,190,97,Success
203,Jarvis Jones,2013,East Tennessee St.,Guard,188,86,Success
204,Joe Eberhard,2013,Sacramento St.,Guard,198,95,Success
205,Mamadou Datt,2013,Duquesne,Forward,206,97,Success
206,Dylan Sherwood,2013,UNC Wilmington,Forward,206,97,Success
207,Shawn Kemp Jr.,2013,Washington,-1,-1,-1,Failure: Did not find player
208,Peter Pappageorge,2013,Long Beach St.,Guard,183,82,Success
209,Mike Caffey,2013,Long Beach St.,-1,-1,-1,Failure: Did not find player
210,Larry Savage,2013,Delaware,Forward,196,92,Success
211,Javon McKay,2013,Tennessee Tech,Guard,196,88,Success
212,Mitchell Hill,2013,Tennessee Tech,Guard,185,77,Success
213,Bruce English,2013,Loyola Marymount,Guard,185,86,Success
214,Bobby Garbade,2013,Princeton,Center,211,106,Success
215,Clay Wilson,2013,Princeton,Guard,190,77,Success
216,Gavin Hoffmann,2013,San Francisco,Guard,196,92,Success
217,Joe Mezher,2013,Miami OH,Guard,190,83,Success
218,Justin Swidowski,2013,Sacred Heart,Forward,206,97,Success
219,Justin Burrell,2013,Holy Cross,Forward,203,110,Success
220,Lucky Jones,2013,Robert Morris,Guard,198,95,Success
221,Kevin Pangos,2013,Gonzaga,Guard,188,82,Success
222,Colin Kelly,2013,Saint Joseph's,Forward,196,92,Success
223,Jacob Parker,2013,Stephen F. Austin,Forward,198,95,Success
224,Nurideen Lindsey,2013,Rider,Guard,190,81,Success
225,Marc Brown,2013,Illinois Chicago,Guard,193,90,Success
226,Renado Parker,2013,Portland St.,Forward,196,111,Success
227,Corey Schaefer,2013,Lehigh,Guard,185,79,Success
228,Stefan Cvrkalj,2013,Lehigh,Guard,198,88,Success
229,Demetrius Robinson,2013,UNC Greensboro,Guard,190,88,Success
230,Derrell Armstrong,2013,UNC Greensboro,Guard,185,92,Success
231,Nick Johnson,2013,Arizona,Guard,190,90,Success
232,Adonis Thomas,2013,Memphis,Forward,201,108,Success
233,Martin Whitmore,2013,Portland St.,Forward,196,88,Success
234,Marcus Hopper,2013,Siena,Forward,201,112,Success
235,Evan Hymes,2013,Siena,Guard,175,67,Success
236,Cedrick Lang,2013,UTEP,Forward,208,115,Success
237,Sam Malone,2013,Kentucky,Guard,180,83,Success
238,Manny Ochenje,2013,Pepperdine,Forward,206,97,Success
239,Nikolas Skouen,2013,Pepperdine,Guard,193,88,Success
240,Juan Anderson,2013,Marquette,Forward,198,97,Success
241,Todd Mayo,2013,Marquette,Guard,190,88,Success
242,Alexander Barlow,2013,Butler,-1,-1,-1,Failure: Did not find player
243,Myles Mack,2013,Rutgers,Guard,178,79,Success
244,Jacques Coleman,2013,Nebraska Omaha,Guard,180,74,Success
245,John Cain Carney,2013,Boston College,Forward,206,102,Success
246,Jack Bentz,2013,Wyoming,Guard,185,81,Success
247,Greg Dorleus,2013,Charleston Southern,Forward,206,117,Success
248,Cedrick Bowen,2013,Charleston Southern,Forward,196,105,Success
249,Youssou Ndoye,2013,St. Bonaventure,Center,213,113,Success
250,Carl Hall,2013,Wichita St.,Forward,203,107,Success
251,Tavares Speaks,2013,Liberty,Guard,193,83,Success
252,Will Johnston,2013,Virginia Tech,Guard,193,95,Success
253,Kharon Butcher,2013,Tennessee St.,Guard,188,78,Success
254,Kentavious Caldwell-Pope,2013,Georgia,Guard,196,92,Success
255,Tim Dixon,2013,Georgia,Forward,208,104,Success
256,John Florveus,2013,Georgia,Forward,211,108,Success
257,Will Norman,2013,Mississippi,Guard,196,96,Success
258,Keith Armstrong,2013,Robert Morris,Forward,201,108,Success
259,Stacy Wilson,2013,Murray St.,Forward,190,91,Success
260,David Appolon,2013,Robert Morris,Guard,193,88,Success
261,Yannick Atanga,2013,Santa Clara,Forward,203,104,Success
262,Jacquez Rozier,2013,Middle Tennessee,Forward,201,99,Success
263,Joseph Edwards,2013,IPFW,Guard,196,88,Success
264,Montrael Scott,2013,Prairie View A&M,Guard,190,88,Success
265,Ronald Wright,2013,Prairie View A&M,Guard,185,86,Success
266,Darrun Hilliard,2013,Villanova,Guard,198,97,Success
267,Gary Roberson,2013,Northwestern St.,Guard,193,108,Success
268,Emmanuel Okoroba,2013,Hampton,Center,203,102,Success
269,Dan Trist,2013,Lafayette,Forward,206,106,Success
270,Quincy Drye,2013,High Point,Guard,188,86,Success
271,Shane Phillips,2013,South Carolina,Guard,178,77,Success
272,Marcus Damas,2013,Towson,Forward,201,95,Success
273,Traevon Jackson,2013,Wisconsin,Guard,190,93,Success
274,Frank Kaminsky,2013,Wisconsin,Center,213,109,Success
275,Mac Lake,2013,Presbyterian,Forward,190,82,Success
276,Emil Jones,2013,Troy,Guard,190,83,Success
277,Evan Wessel,2013,Wichita St.,Guard,193,98,Success
278,R.J. Price,2013,Radford,Guard,180,81,Success
279,Daquan Holiday,2013,NJIT,Forward,203,92,Success
280,Connor Miller,2013,Samford,Guard,193,77,Success
281,Anthony Hickey,2013,LSU,Guard,180,83,Success
282,Mo Hughley,2013,Cal St. Bakersfield,Forward,201,108,Success
283,Zach Lamb,2013,Cal St. Bakersfield,-1,-1,-1,Failure: Did not find player
284,Johnny O'Bryant III,2013,LSU,-1,-1,-1,Failure: Did not find player
285,Jekore Tyler,2013,UAB,Guard,190,83,Success
286,Devareaux Manley,2013,Kent St.,Guard,193,90,Success
287,Basil Brown,2013,Texas St.,Forward,196,88,Success
288,Tommy Brenton,2013,Stony Brook,Forward,196,102,Success
289,Ferrakohn Hall,2013,Memphis,Forward,203,99,Success
290,Joey Getz,2013,UMBC,Guard,183,81,Success
291,Todd Halvorsen,2013,East Tennessee St.,Guard,188,86,Success
292,Dylan Moody,2013,Fairleigh Dickinson,Guard,173,81,Success
293,Chris Evans,2013,Kent St.,Forward,201,99,Success
294,Brice Kofane,2013,Providence,Forward,201,92,Success
295,Patrick Matthews,2013,Bryant,Forward,198,99,Success
296,Anthony Downing,2013,Missouri St.,Guard,185,86,Success
297,Evan Maschmeyer,2013,Saint Joseph's,Guard,190,90,Success
298,Spencer Barks,2013,Maryland,Forward,206,102,Success
299,Phil Gaetano,2013,Sacred Heart,Guard,178,77,Success
300,Kahlil Owens,2013,Morehead St.,Forward,201,113,Success
301,Johnathan Jordan,2013,Texas A&M Corpus Chris,Guard,178,81,Success
302,Trey Burke,2013,Michigan,Guard,183,86,Success
303,Nick Colella,2013,Penn St.,Guard,190,88,Success
304,Jeremy Bogus,2013,Jacksonville,Guard,196,86,Success
305,Gary Talton,2013,Illinois Chicago,Guard,185,73,Success
306,Kameron Woods,2013,Butler,Forward,206,90,Success
307,Rodrigo De Souza,2013,Pacific,Guard,188,90,Success
308,Andre Ingram,2013,Minnesota,Guard,190,86,Success
309,Andre Hollins,2013,Minnesota,Guard,188,88,Success
310,Jake Lliteras,2013,Oral Roberts,Guard,196,88,Success
311,Devon Atkinson,2013,Morehead St.,Guard,185,79,Success
312,Tom Tankelewicz,2013,Western Carolina,Forward,193,81,Success
313,Jackson Simmons,2013,North Carolina,Forward,201,102,Success
314,Johnny Dee,2013,San Diego,Guard,183,83,Success
315,Seth Gearhart,2013,Rice,Forward,201,97,Success
316,Royce O'Neale,2013,Denver,Forward,198,97,Success
317,Deshawn Stephens,2013,San Diego St.,Forward,203,102,Success
318,Brett Olson,2013,Denver,Forward,201,99,Success
319,Amir Williams,2013,Ohio St.,Center,211,113,Success
320,Shayne Whittington,2013,Western Michigan,Center,211,113,Success
321,Kyle Vinales,2013,Central Connecticut,Guard,185,81,Success
322,Keenan Wetzel,2013,Michigan St.,Guard,193,97,Success
323,Quinton Crawford,2013,Arizona,Guard,188,90,Success
324,Josh Swan,2013,Southern Illinois,Guard,188,82,Success
325,Stephon Whyatt,2013,St. Francis PA,Guard,185,70,Success
326,Bryant Purvis,2013,Grambling St.,Guard,201,97,Success
327,Kyle Anderson,2013,Delaware,Guard,190,88,Success
328,Chauncey Gilliam,2013,Akron,Forward,196,104,Success
329,Tyler Hood,2013,Samford,Forward,198,95,Success
330,Philip Jurick,2013,Oklahoma St.,Center,211,117,Success
331,Arman Marks,2013,James Madison,Guard,193,88,Success
332,Marek Soucek,2013,Oklahoma St.,Forward,213,108,Success
333,Raymond Cowels III,2013,Santa Clara,-1,-1,-1,Failure: Did not find player
334,Joey Ptasinski,2013,Lafayette,-1,-1,-1,Failure: Did not find player
335,John Walton,2013,East Tennessee St.,-1,-1,-1,Failure: Did not find player
336,Brandon Lopez,2013,Tennessee,Guard,185,81,Success
337,Willie Readus,2013,Jackson St.,Forward,198,117,Success
338,Anthony Henderson,2013,Bowling Green,Guard,185,79,Success
339,Taggart Lockhart,2013,Arkansas Little Rock,Forward,193,99,Success
340,Jordan Tyrance,2013,Nebraska,Forward,190,91,Success
341,Mayol Riathin,2013,Prairie View A&M,Center,206,97,Success
342,Thomas Marshall,2013,Southern,Guard,178,79,Success
343,Elston Turner,2013,Texas A&M,Guard,196,86,Success
344,John Golden,2013,Dartmouth,Forward,198,90,Success
345,Thair Heath,2013,Morgan St.,Forward,206,104,Success
346,Anthony Collins,2013,South Florida,Guard,185,79,Success
347,Matt Smith,2013,Toledo,Center,198,86,Success
348,Kristijan Krajina,2013,Mount St. Mary's,Forward,211,111,Success
349,Lorenzo McCloud,2013,Pacific,Guard,183,77,Success
350,Dominique Buckley,2013,Toledo,Guard,188,92,Success
351,David Carr,2013,Portland,Guard,190,81,Success
352,Karl Cochran,2013,Wofford,Guard,185,79,Success
353,John Swinton,2013,Wofford,Guard,188,86,Success
354,Lee Skinner,2013,Wofford,Forward,198,99,Success
355,Michael Javes,2013,Arkansas Little Rock,Forward,208,108,Success
356,Markese Tucker,2013,Saint Peter's,Forward,196,108,Success
357,Christian Moon,2013,Montana St.,Guard,188,79,Success
358,Myke Henry,2013,Illinois,Forward,198,103,Success
359,Shaquille Duncan,2013,Morgan St.,Forward,206,94,Success
360,Deji Ibitayo,2013,Akron,-1,-1,-1,Failure: Did not find player
361,Kevin Covington,2013,Austin Peay,Guard,185,79,Success
362,Jordan Green,2013,Texas A&M,Guard,196,85,Success
363,Ted Crass,2013,Arkansas Little Rock,Guard,178,75,Success
364,Askia Booker,2013,Colorado,Guard,188,79,Success
365,Milton Washington,2013,Army,Guard,183,92,Success
366,Z. Mason,2013,Chattanooga,Forward,198,106,Success
367,Mo Williams,2013,Army,Guard,185,83,Success
368,Damarkeo Lyshe,2013,Bowling Green,Guard,180,72,Success
369,Derrick Wilson,2013,Marquette,Guard,185,95,Success
370,Rod Hall,2013,Clemson,Guard,185,92,Success
371,Carson Fields,2013,Clemson,Guard,193,90,Success
372,Max Landis,2013,Gardner Webb,Guard,188,79,Success
373,Donta Harper,2013,Gardner Webb,Forward,201,92,Success
374,Corey Hensley,2013,Gardner Webb,Center,203,99,Success
375,John Schoof,2013,American,Guard,196,92,Success
376,Roberto Colonette,2013,Manhattan,Forward,201,95,Success
377,Gene Swindle,2013,James Madison,Forward,211,120,Success
378,Mario Moody,2013,Wagner,Forward,201,95,Success
379,Vonn Jones,2013,Texas St.,Guard,180,74,Success
380,Sebastian Douglas,2013,Cleveland St.,Guard,193,92,Success
381,Brent Jones,2013,St. Francis NY,Guard,178,77,Success
382,Konner Veteto,2013,Sacramento St.,Forward,203,124,Success
383,Dimitri Batten,2013,Old Dominion,Guard,190,92,Success
384,Christian Garrett,2013,Kansas,Guard,190,83,Success
385,Charles Joy,2013,SIU Edwardsville,Forward,196,102,Success
386,Chris Jones,2013,North Texas,Guard,183,86,Success
387,Kendall Bethea,2013,UNC Greensboro,Guard,188,95,Success
388,Chris Prescott,2013,Saint Peter's,Guard,188,86,Success
389,Nate Anderson,2013,UNC Wilmington,Forward,206,106,Success
390,Michael Harvey,2013,Portland St.,Forward,196,88,Success
391,Joel King,2013,Portland St.,Guard,190,83,Success
392,Marcus Dubose,2013,East Tennessee St.,Guard,188,81,Success
393,Garvey Young,2013,Quinnipiac,Guard,193,93,Success
394,David Brown,2013,Furman,Guard,188,81,Success
395,Kevin Shaw,2013,Georgia St.,Guard,185,81,Success
396,Youssef Mejri,2013,Davidson,Forward,201,83,Success
397,Kelsey Howard,2013,Jackson St.,Guard,193,86,Success
398,Evin Graham,2013,Jacksonville,Guard,190,83,Success
399,Marquis Barnett,2013,Quinnipiac,Forward,203,110,Success
400,Nick Grieves,2013,San Jose St.,Guard,190,72,Success
401,Noah Springwater,2013,Columbia,Guard,190,81,Success
402,Cory Osetkowski,2013,Columbia,Center,211,122,Success
403,Zach Price,2013,Louisville,Center,208,113,Success
404,Myles Taylor,2013,Tennessee Martin,Forward,201,113,Success
405,Jeremy Washington,2013,Tennessee Martin,Forward,201,104,Success
406,Jarvis Garner,2013,Central Arkansas,Forward,201,99,Success
407,Jarvis Threatt,2013,Delaware,Guard,188,77,Success
408,Dee Davis,2013,Xavier,Guard,183,77,Success
409,Delbert Love,2013,Kennesaw St.,Guard,183,83,Success
410,Joey van Zegeren,2013,Virginia Tech,Forward,208,106,Success
411,Joe Harms,2013,Austin Peay,Forward,201,97,Success
412,Brandon Bos,2013,South Dakota,Guard,185,83,Success
413,Seth Hinrichs,2013,Lafayette,Guard,203,101,Success
414,Le'Bryan Nash,2013,Oklahoma St.,Guard,201,106,Success
415,Ibby Djimde,2013,Illinois,Center,203,115,Success
416,Emerson Bursis,2013,Rider,Forward,196,90,Success
417,William Truss,2013,Presbyterian,Center,203,120,Success
418,Russell McCray,2013,Presbyterian,Guard,180,79,Success
419,Anthony Taylor,2013,Longwood,Guard,193,79,Success
420,Charles Ashford,2013,Coastal Carolina,Guard,185,81,Success
421,Bisi Addey,2013,Coastal Carolina,-1,-1,-1,Failure: Did not find player
422,Richie Berry,2013,Coastal Carolina,Guard,183,79,Success
423,Mack McKearney,2013,Dartmouth,Guard,188,83,Success
424,Tashan Newsome,2013,Gardner Webb,Guard,193,90,Success
425,Marcus Blake,2013,Florida Gulf Coast,Forward,201,88,Success
426,Jibri Bryan,2013,Mercer,Guard,193,83,Success
427,Josh Henderson,2013,Vanderbilt,Center,211,108,Success
428,James Siakam,2013,Vanderbilt,Forward,201,102,Success
429,Bryce Douvier,2013,Northern Colorado,Forward,201,104,Success
430,Xavier Thames,2013,San Diego St.,Guard,190,88,Success
431,Darious Moten,2013,Mercer,Forward,198,97,Success
432,Will Childs-Klein,2013,Yale,Center,211,102,Success
433,Brandon Sherrod,2013,Yale,Forward,198,108,Success
434,Corey Littlejohn,2013,UNC Asheville,Guard,190,81,Success
435,Shane Harris-Tunks,2013,Colorado,Forward,211,113,Success
436,David Rivers,2013,Nebraska,Guard,183,77,Success
437,De'End Parker,2013,San Francisco,Guard,198,97,Success
438,Jordan Loyd,2013,Furman,Guard,190,90,Success
439,Louis Munks,2013,Prairie View A&M,Guard,190,90,Success
440,Jonathan Mills,2013,Southern Miss,-1,-1,-1,Failure: Did not find player
441,Marcos Knight,2013,Middle Tennessee,Guard,188,97,Success
442,Antonio Kalpic,2013,Campbell,Forward,206,99,Success
443,Steven Kaspar,2013,Bucknell,Guard,190,88,Success
