,player_index,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,year,pid,Height,Weight,conference_A10,conference_ACC,conference_AE,conference_ASun,conference_Amer,conference_B10,conference_B12,conference_BE,conference_BSky,conference_BSth,conference_BW,conference_CAA,conference_CUSA,conference_GWC,conference_Horz,conference_Ind,conference_Ivy,conference_MAAC,conference_MAC,conference_MEAC,conference_MVC,conference_MWC,conference_NEC,conference_OVC,conference_P10,conference_P12,conference_Pat,conference_SB,conference_SC,conference_SEC,conference_SWAC,conference_Slnd,conference_Sum,conference_WAC,conference_WCC,conference_ind,player_yr_0,player_yr_42.9,player_yr_57.1,player_yr_Fr,player_yr_Jr,player_yr_None,player_yr_So,player_yr_Sr,player_pos_Center,player_pos_Forward,player_pos_Guard,Draft Pred,Draft Pick
2248,Daniel Oladapo-2022-Pittsburgh,30,81.6,105.6,20.8,56.9,56.78,12.1,17.1,10.8,19.6,66,124,0.532,160,280,0.571,0,1,0.0,0.8,1.8,44.1,2.15829,104.309,2.3,2022,71386,201.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.27465e-05,0
2249,Emmanuel Newsome-2022-Oakland,11,3.1,60.1,16.9,25.0,33.52,5.7,15.3,4.6,35.2,2,2,1.0,2,7,0.286,0,1,0.0,0.0,3.0,25.0,-0.335948,57.2304,6.3,2022,71387,183.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.331424e-05,0
2250,CJ Gettelfinger-2022-Tennessee Tech,20,19.5,81.9,14.3,50.0,51.77,1.7,11.2,16.6,35.8,7,12,0.583,11,20,0.55,3,11,0.273,1.5,1.3,38.7,-0.422321,73.7023,2.8,2022,71388,184.070618,85.602791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2880565e-05,0
2251,Yusuf Jihad-2022-Eastern Michigan,17,7.3,82.0,18.8,46.0,46.47,8.4,10.3,4.3,26.7,2,4,0.5,7,18,0.389,3,7,0.429,2.5,0.0,16.0,-0.10175,79.5949,4.4,2022,71389,203.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.265262e-05,0
2252,Dimon Carrigan-2022-West Virginia,20,42.8,112.7,18.5,60.7,60.18,15.0,22.2,7.5,18.2,26,47,0.553,54,87,0.621,0,2,0.0,12.6,2.6,52.8,1.62506,109.864,5.8,2022,71391,206.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.9969915e-05,0
2253,Brant Ulmer-2022-Florida Atlantic,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.321154,-7.29571,0.0,2022,71392,201.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4574204e-05,0
2254,Joe Jones III-2022-Georgia St.,30,36.0,109.1,12.0,50.6,53.13,9.2,15.9,2.0,13.6,22,36,0.611,39,77,0.506,0,0,0.0,4.0,0.6,46.8,0.551321,96.3897,6.6,2022,71393,184.070618,85.602791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.2851366e-05,0
2255,Idan Tretout-2022-Harvard,15,9.5,112.1,25.6,45.5,50.89,3.2,7.1,23.5,8.4,13,17,0.765,14,30,0.467,4,14,0.286,1.0,2.7,38.6,0.800147,117.901,3.3,2022,71394,193.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.338758e-05,0
2256,Isaiah Thompson-2022-Purdue,28,44.0,118.1,11.7,54.7,58.38,2.6,6.3,9.7,14.5,24,32,0.75,12,27,0.444,23,58,0.397,0.0,0.6,37.6,1.53696,110.432,2.7,2022,71395,185.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.239146e-05,0
2257,Luka Sakota-2022-Harvard,19,10.5,95.7,17.8,48.4,51.68,1.0,10.1,10.8,21.7,6,8,0.75,5,11,0.455,7,21,0.333,0.9,0.0,25.0,0.15001,92.321,5.3,2022,71396,198.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.337386e-05,0
2258,Tommy O'Neil-2022-Harvard,6,1.2,246.6,6.5,125.0,125.0,0.0,15.7,14.4,0.0,0,0,0.0,1,1,1.0,1,1,1.0,0.0,4.2,0.0,0.96466,204.484,5.7,2022,71397,203.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.240979e-05,0
2259,Sean Conway-2022-VMI,22,79.4,108.0,15.5,54.7,56.74,4.2,16.3,7.0,14.8,21,25,0.84,26,56,0.464,49,126,0.389,1.2,1.0,13.7,1.65451,100.261,2.8,2022,71400,196.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.264509e-05,0
2260,Jordyn Adams-2022-Lamar,19,55.0,88.3,21.7,40.4,44.54,1.9,10.0,14.4,23.6,30,33,0.909,37,106,0.349,27,86,0.314,0.6,2.2,17.2,0.235359,87.593,2.0,2022,71402,190.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.330693e-05,0
2261,Daniel Mading-2022-UC Riverside,15,14.8,87.2,14.9,46.3,49.36,5.6,14.3,2.7,24.5,4,5,0.8,8,11,0.727,3,16,0.188,0.8,0.9,18.5,-0.212195,78.1909,1.8,2022,71406,206.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.281781e-05,0
2262,Zyon Pullin-2022-UC Riverside,22,77.3,113.0,22.3,53.1,56.48,1.4,16.0,28.8,16.1,44,55,0.8,81,158,0.513,21,54,0.389,0.2,1.4,25.9,3.1872,114.96,1.9,2022,71407,193.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.325726e-05,0
2263,Ibrahima Diallo-2022-San Jose St.,5,0.9,70.2,22.1,0.0,12.82,32.9,10.0,0.0,0.0,1,4,0.25,0,2,0.0,0,0,0.0,10.2,0.0,200.0,-0.0772504,75.1365,0.0,2022,71410,208.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5011875e-05,0
2264,Reggie Parris-2022-USC,5,0.3,0.0,0.0,0.0,0.0,0.0,26.9,37.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.258728,-7.94604,0.0,2022,71415,190.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.387572e-05,0
2265,Andrew Barrett-2022-Drake,7,1.3,139.2,16.4,50.0,50.0,24.2,48.1,11.6,0.0,0,0,0.0,2,4,0.5,0,0,0.0,0.0,0.0,0.0,0.322166,128.583,5.3,2022,71416,196.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.240086e-05,0
2266,Issa Samake-2022-Drake,25,19.9,124.3,12.1,62.2,59.9,10.4,16.5,3.5,10.8,8,17,0.471,23,37,0.622,0,0,0.0,4.4,1.6,45.9,0.826865,110.951,7.0,2022,71418,203.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.2087616e-05,0
2267,Calvin Solomon-2022-Stephen F. Austin,18,54.5,102.9,18.4,54.8,60.44,8.4,15.7,7.7,27.1,44,60,0.733,40,78,0.513,4,6,0.667,5.2,3.6,71.4,0.876074,96.8326,5.6,2022,71420,201.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.219019e-05,0
2268,Charlie Daniels-2022-Minnesota,18,36.3,95.7,19.1,60.7,56.78,14.6,14.6,5.4,27.2,12,31,0.387,37,61,0.607,0,0,0.0,3.5,1.7,50.8,0.289456,91.0005,7.7,2022,71421,206.0,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.242967e-05,0
2269,Nate Ferguson-2022-Drake,21,18.2,106.4,14.0,59.5,59.28,7.4,9.6,1.5,20.4,10,18,0.556,22,37,0.595,0,0,0.0,3.8,2.3,48.6,0.410471,96.9877,5.4,2022,71422,203.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.243843e-05,0
2270,Joseph Yesufu-2022-Kansas,29,60.4,113.2,26.1,51.3,55.4,1.0,8.0,14.1,11.5,68,82,0.829,87,186,0.468,46,118,0.39,0.3,2.6,27.0,3.14603,122.765,3.1,2022,71423,183.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5452754e-05,0
2271,Jordan Minor-2022-Merrimack,18,73.0,92.2,28.4,48.3,50.73,12.4,19.7,13.7,21.9,49,84,0.583,82,166,0.494,1,7,0.143,5.1,1.7,48.6,1.08727,95.9914,5.2,2022,71427,203.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.325919e-05,0
2272,Ziggy Reid-2022-Merrimack,18,74.2,94.8,21.8,50.9,55.75,1.6,19.2,8.8,21.0,44,54,0.815,50,88,0.568,21,72,0.292,4.2,2.3,33.8,0.667282,91.7343,4.1,2022,71428,198.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.269709e-05,0
2273,Jordan McKoy-2022-Merrimack,18,42.1,93.3,11.1,45.7,49.93,0.8,10.5,7.2,17.3,12,17,0.706,9,16,0.563,8,30,0.267,0.0,2.1,37.0,-0.501788,76.6623,1.3,2022,71429,196.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.326529e-05,0
2274,Justin Connolly-2022-Merrimack,10,17.9,107.5,15.2,57.1,58.88,6.6,14.1,13.7,20.7,8,13,0.615,12,21,0.571,0,0,0.0,9.2,1.8,61.9,0.402499,94.1784,8.0,2022,71430,201.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.242223e-05,0
2275,Christian Koloko-2022-Arizona,26,43.0,112.6,16.8,52.0,54.98,15.1,17.1,3.4,14.7,35,56,0.625,51,97,0.526,0,1,0.0,8.8,1.6,57.1,1.62029,112.434,6.2,2022,71433,216.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.220746e-05,0
2276,Keyshaun Langley-2022-UNC Greensboro,30,64.8,105.5,21.3,48.4,52.31,1.2,6.6,23.1,18.5,55,71,0.775,39,80,0.487,56,174,0.322,0.6,2.5,28.0,1.87863,106.139,4.0,2022,71434,185.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.30053e-05,0
2277,Isaac Stansbury-2022-Mississippi St.,2,0.2,50.8,19.7,0.0,0.0,0.0,0.0,52.7,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,39.7,0.0,-0.200122,46.8077,0.0,2022,71435,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1386105e-05,0
2278,James Glisson III-2022-Mercer,23,48.0,124.9,15.9,64.0,65.89,8.6,13.5,4.9,12.8,19,22,0.864,81,126,0.643,4,10,0.4,2.6,1.4,16.2,2.38334,116.967,2.0,2022,71438,184.070618,85.602791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2348394e-05,0
2279,Diego Rivera-2022-Mercer,6,3.8,103.0,13.6,31.3,31.25,3.1,8.4,31.2,10.6,0,0,0.0,1,5,0.2,1,3,0.333,0.0,1.4,0.0,0.10927,89.9793,4.0,2022,71440,188.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3369145e-05,0
2280,Chase Johnston-2022-Stetson,24,81.2,105.1,20.0,53.4,55.12,1.8,7.5,10.2,15.0,25,30,0.833,47,91,0.516,67,185,0.362,0.3,2.8,10.9,1.96217,102.658,2.5,2022,71441,188.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.33178e-05,0
2281,Kamar Robertson-2022-Mercer,20,25.3,100.9,15.0,55.6,55.74,1.8,10.9,9.0,18.6,7,13,0.538,21,39,0.538,9,23,0.391,0.8,2.4,21.0,0.335934,92.6611,4.9,2022,71442,188.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.242532e-05,0
2282,Donta Scott-2022-Maryland,30,76.3,113.4,19.1,60.2,61.63,4.5,18.3,13.8,15.7,53,79,0.671,67,122,0.549,48,109,0.44,3.3,1.4,34.2,3.75128,120.7,2.1,2022,71444,201.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46297204,1
2283,Babatunde Akingbola-2022-Auburn,27,27.1,92.0,12.3,48.9,46.43,13.0,12.0,2.9,24.1,8,23,0.348,20,40,0.5,1,4,0.25,8.4,1.7,52.3,0.0425262,86.3878,6.6,2022,71445,208.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.163624e-05,0
2284,Makhi Mitchell-2022-Rhode Island,7,11.1,89.9,21.9,46.2,52.16,6.1,25.8,3.4,22.9,17,28,0.607,12,26,0.462,0,0,0.0,3.9,2.0,107.7,0.58813,95.7551,7.8,2022,71446,206.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.235101e-05,0
2285,Makhel Mitchell-2022-Rhode Island,25,54.6,93.9,25.1,52.2,51.6,9.7,17.8,8.8,19.9,45,96,0.469,97,184,0.527,0,2,0.0,8.3,1.0,51.6,1.36603,103.278,6.2,2022,71447,208.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.214117e-05,0
2286,Devan Cambridge-2022-Auburn,27,62.7,96.2,18.0,46.5,47.86,4.5,10.5,5.6,16.3,28,48,0.583,45,86,0.523,41,143,0.287,2.2,1.9,21.0,1.19743,99.0236,2.7,2022,71448,198.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1975275e-05,0
2287,Lior Berman-2022-Auburn,11,2.8,117.9,15.3,50.0,52.1,0.0,6.9,0.0,0.0,1,1,1.0,0,1,0.0,4,11,0.364,0.0,0.0,8.3,0.287943,116.028,1.3,2022,71450,193.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2857776e-05,0
2288,Dardan Kapiti-2022-Florida Atlantic,17,16.3,80.2,19.1,54.2,51.33,8.8,13.9,10.4,36.0,4,11,0.364,13,24,0.542,0,0,0.0,6.5,1.9,45.8,-0.183454,78.0128,9.6,2022,71451,208.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.231701e-05,0
2289,Jonathan Nunez-2022-FIU,20,29.4,93.4,10.4,50.0,51.22,2.6,8.0,6.1,22.5,3,4,0.75,8,17,0.471,9,26,0.346,0.0,2.6,9.3,-0.265211,79.4073,3.8,2022,71452,184.070618,85.602791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.24311e-05,0
