,player_name,year,team,player_position,player_height,player_weight,process_status
64,Jon Davis,2017,Charlotte,Guard,190,90,Success
65,Paulius Zalys,2017,Lafayette,Forward,201,94,Success
66,Marcus Derrickson,2017,Georgetown,Forward,201,113,Success
67,Auston Evans,2017,Lafayette,Guard,196,86,Success
68,Jordan Lester,2017,Robert Morris,Guard,188,88,Success
69,Xavier Moon,2017,Morehead St.,Guard,188,74,Success
70,Ronnie Gombe,2017,Canisius,Forward,203,104,Success
71,Chris Clemons,2017,Campbell,Forward,198,0,Success
72,TayVaughn Major,2017,Charleston Southern,Guard,188,68,Success
73,Balsa Dragovic,2017,Harvard,Forward,208,102,Success
74,Guillien Smith,2017,Dartmouth,-1,-1,-1,Failure: Did not find player
75,Joseph Bayless,2017,Cornell,Forward,203,108,Success
76,Joel Davis,2017,Cornell,Guard,188,79,Success
77,DJ Hogg,2017,Texas A&M,Forward,203,97,Success
78,Ali Tew,2017,Niagara,-1,-1,-1,Failure: Did not find player
79,Troy Whiteside,2017,Cornell,Guard,193,85,Success
80,Rakiya Battle,2017,Alabama A&M,Guard,183,81,Success
81,Tide Osifeso,2017,UC Santa Barbara,Guard,178,65,Success
82,Cameron Oliver,2017,Nevada,Forward,203,102,Success
83,J.D. Slajchert,2017,UC Santa Barbara,Forward,198,97,Success
84,Akwasi Yeboah,2017,Stony Brook,Guard,198,104,Success
85,Isaac White,2017,UMass Lowell,Guard,183,74,Success
86,Ryan Jones,2017,UMass Lowell,Forward,203,92,Success
87,Alex Thomas,2017,Towson,Forward,206,121,Success
88,Tevin Glass,2017,East Tennessee St.,Forward,203,93,Success
89,Denzel Ingram,2017,UNC Wilmington,Guard,183,77,Success
90,Matt Van Dyk,2017,Michigan St.,-1,-1,-1,Failure: Did not find player
91,Isaac Humphries,2017,Kentucky,Forward,213,117,Success
92,T.J. Cromer,2017,East Tennessee St.,Guard,190,86,Success
93,Ruben Arroyo,2017,Presbyterian,-1,-1,-1,Failure: Did not find player
94,Wes Alcegaire,2017,Bowling Green,-1,-1,-1,Failure: Did not find player
95,Marlain Veal,2017,Southeastern Louisiana,Guard,175,65,Success
96,Martin Krampelj,2017,Creighton,Forward,206,106,Success
97,Justin Patton,2017,Creighton,Center,211,97,Success
98,Nick Stover,2017,South Alabama,Forward,198,88,Success
99,Chris Boucher,2017,Oregon,Forward,208,90,Success
100,Jordan Hunter,2017,New Mexico,Guard,180,81,Success
101,Tanner Krebs,2017,Saint Mary's,Guard,198,92,Success
102,Reggie Upshaw,2017,Middle Tennessee,Forward,201,100,Success
103,Moses Greenwood,2017,Southeastern Louisiana,Forward,201,100,Success
104,Everson Davis,2017,Binghamton,Guard,190,83,Success
105,Daniel Utomi,2017,Akron,Guard,198,102,Success
106,Zach Jackson,2017,Nebraska Omaha,Guard,196,83,Success
107,Dillon Pulliam,2017,Kentucky,Guard,190,81,Success
108,Zach Pirog,2017,Nebraska Omaha,Center,211,111,Success
109,Tre O'Neal,2017,Nicholls St.,Guard,185,86,Success
110,Janeau Joubert,2017,Central Michigan,Guard,185,72,Success
111,Desmond Ridenour,2017,Kent St.,Guard,188,83,Success
112,Zavier Turner,2017,Manhattan,Guard,175,76,Success
113,Jay Henderson,2017,Louisville,Center,196,81,Success
114,Ismail Ali,2017,Bowling Green,Guard,185,77,Success
115,Demajeo Wiggins,2017,Bowling Green,Forward,208,108,Success
116,Deng Adel,2017,Louisville,Forward,201,86,Success
117,Deyshonee Much,2017,Iona,Guard,196,77,Success
118,Chance Murray,2017,UC Riverside,Guard,188,81,Success
119,Mamadi Diakite,2017,Virginia,Forward,206,101,Success
120,Jordan Lumpkins,2017,Prairie View A&M,Forward,193,97,Success
121,Brendon Ganaway,2017,Southern,Guard,178,72,Success
122,Patrick Smith,2017,Southern,Forward,201,88,Success
123,Will Gates Jr.,2017,Houston Baptist,-1,-1,-1,Failure: Did not find player
124,Jevon Thomas,2017,Seton Hall,Guard,183,83,Success
125,Jibri Blount,2017,Cleveland St.,Forward,201,102,Success
126,Max Tinsley,2017,Pacific,Guard,188,77,Success
127,Rickey McGill,2017,Iona,Guard,188,83,Success
128,Jerome Robinson,2017,Boston College,Guard,193,88,Success
129,Chris Shields,2017,Longwood,Forward,203,92,Success
130,Otis Livingston II,2017,George Mason,-1,-1,-1,Failure: Did not find player
131,Javan White,2017,Oral Roberts,Forward,208,104,Success
132,Byron Burt,2017,Loyola Chicago,Guard,196,86,Success
133,Johncarlos Reyes,2017,Boston College,Forward,208,102,Success
134,Isaac Gilliam,2017,Oral Roberts,Guard,188,88,Success
135,Deng Geu,2017,North Dakota St.,Forward,203,91,Success
136,Khy Kabellis,2017,North Dakota St.,Guard,193,83,Success
137,Shembari Phillips,2017,Tennessee,Guard,193,95,Success
138,Curtis Cobb,2017,Fairfield,Guard,193,86,Success
139,DJ Draper,2017,North Texas,Guard,183,78,Success
140,A.J. Turner,2017,Boston College,Forward,201,90,Success
141,Kris Martin,2017,Oral Roberts,Guard,193,86,Success
142,Jalen Poyser,2017,UNLV,Guard,193,81,Success
143,Stefan Gonzalez,2017,Saint Mary's,Guard,188,88,Success
144,Rob Edwards,2017,Cleveland St.,Guard,196,92,Success
145,Anthony Green,2017,Northeastern,Guard,185,83,Success
146,Donnell Gresham Jr.,2017,Northeastern,-1,-1,-1,Failure: Did not find player
147,Hunter Sabety,2017,Hofstra,Forward,203,113,Success
148,Adam Dykman,2017,South Dakota St.,Forward,201,97,Success
149,Alec Raven,2017,Cal Poly,Guard,196,87,Success
150,Sajon Ford,2017,Northeastern,Forward,211,97,Success
151,Jeremy Miller,2017,Northeastern,Guard,185,0,Success
152,Allante Holston,2017,North Texas,Guard,201,86,Success
153,Matty McConnell,2017,Robert Morris,Guard,188,88,Success
154,Matt Holba,2017,Lehigh,Forward,201,102,Success
155,Kyle Leufroy,2017,Lehigh,Guard,190,88,Success
156,Jay Jay Davis,2017,Lehigh,-1,-1,-1,Failure: Did not find player
157,Nevell Provo,2017,Loyola MD,Guard,183,81,Success
158,Levi Bradley,2017,Northern Illinois,Forward,201,95,Success
159,Jaylen Key,2017,Northern Illinois,Forward,203,104,Success
160,Abdoulaye Harouna,2017,Miami OH,Guard,196,81,Success
161,Jon Siu,2017,Northern Illinois,Guard,196,88,Success
162,Marshawn Wilson,2017,Northern Illinois,Guard,188,86,Success
163,Austin Pauga,2017,Northern Illinois,Guard,198,95,Success
164,Laytwan Porter,2017,Northern Illinois,Guard,188,83,Success
165,Dorian Chatman,2017,Lamar,Forward,198,101,Success
166,Mike Robinson,2017,Miami FL,Guard,180,83,Success
167,CJ Massinburg,2017,Buffalo,Guard,190,87,Success
168,Dane Norman,2017,Air Force,Forward,201,79,Success
169,Pervis Louder,2017,Air Force,Guard,193,84,Success
170,Nico Clareth,2017,Siena,Guard,196,92,Success
171,Evan Fisher,2017,Siena,Forward,206,111,Success
172,Admon Gilder,2017,Texas A&M,Guard,193,90,Success
173,Mamadou Ndiaye,2017,Saint Peter's,Center,213,115,Success
174,Antwon Portley,2017,Saint Peter's,Guard,193,88,Success
175,Tyler Davis,2017,Texas A&M,Forward,201,97,Success
176,Christian Thieneman,2017,Marshall,Forward,196,97,Success
177,Ryan Welage,2017,San Jose St.,Forward,208,92,Success
178,Malik Benlevi,2017,Georgia St.,Forward,198,102,Success
179,Ivan Bender,2017,Maryland,Forward,206,103,Success
180,Rickey Brice Jr.,2017,North Texas,-1,-1,-1,Failure: Did not find player
181,Jamir Andrews,2017,Albany,Guard,190,92,Success
182,Ryan McMahon,2017,Louisville,Guard,183,83,Success
183,Seth Rouse,2017,Robert Morris,Forward,190,92,Success
184,Tyrell Green,2017,UNLV,Forward,201,102,Success
185,Chance Comanche,2017,Arizona,Center,208,92,Success
186,Marcus Marshall,2017,Nevada,Guard,190,86,Success
187,Jayce Johnson,2017,Utah,Center,213,111,Success
188,Corey Johnson,2017,Harvard,Guard,188,87,Success
189,Sean McDermott,2017,Butler,Forward,198,88,Success
190,Ashtin Chastain,2017,San Jose St.,Center,211,111,Success
191,Burak Eslik,2017,SIU Edwardsville,Guard,193,83,Success
192,Mike Fleming,2017,Dartmouth,Guard,183,79,Success
193,Jeff Beverly,2017,UTSA,Forward,198,111,Success
194,Brandon Clarke,2017,San Jose St.,Forward,203,97,Success
195,Abdul Lewis,2017,NJIT,Forward,208,102,Success
196,Jaycee Hillsman,2017,San Jose St.,Guard,198,96,Success
197,Evan Boudreaux,2017,Dartmouth,Forward,203,99,Success
198,Ahmad Caver,2017,Old Dominion,Guard,188,79,Success
199,Ryan Kreklow,2017,Missouri St.,Guard,193,83,Success
200,Davin Guinn,2017,BYU,Forward,196,86,Success
201,Stevie Browning,2017,Marshall,Guard,190,81,Success
202,Emmanuel Olojakpoke,2017,Akron,Forward,203,86,Success
203,Chier Maker,2017,Portland,Forward,203,92,Success
204,Keonta Vernon,2017,Grand Canyon,Forward,198,102,Success
205,Trevor Glassman,2017,Missouri,Guard,190,90,Success
206,Jerome Frink,2017,LIU Brooklyn,Forward,201,104,Success
207,Jazz Johnson,2017,Portland,Guard,178,81,Success
208,Rex Pflueger,2017,Notre Dame,-1,-1,-1,Failure: Did not find player
209,Matt Ryan,2017,Notre Dame,Forward,201,97,Success
210,Jaylen Franklin,2017,Abilene Christian,Guard,188,92,Success
211,Jarred Reuter,2017,Virginia,Forward,201,117,Success
212,Maxx Bleecher,2017,Florida Gulf Coast,Guard,188,81,Success
213,Ebuka Izundu,2017,Miami FL,Center,208,105,Success
214,Jamaal King,2017,St. Francis PA,Guard,178,77,Success
215,Devonte Fuller,2017,Western Carolina,Guard,185,79,Success
216,Bradley George,2017,Denver,Guard,188,86,Success
217,Delundre Dixon,2017,Chicago St.,Guard,193,99,Success
218,Jesse Love,2017,Jackson St.,Guard,185,83,Success
219,Dedrick Basile,2017,Cal St. Bakersfield,Guard,178,72,Success
220,Elliott Welmer,2017,Saint Louis,Forward,206,99,Success
221,Justin Pride,2017,Cal St. Bakersfield,Guard,178,81,Success
222,Anthony Eaves,2017,Chicago St.,Guard,188,72,Success
223,Javeres Brent,2017,Jackson St.,Guard,190,88,Success
224,Willie Conner,2017,Buffalo,Guard,193,86,Success
225,Evan Payne,2017,Long Beach St.,Guard,185,88,Success
226,Matt McCarthy,2017,San Francisco,-1,-1,-1,Failure: Did not find player
227,David Nichols,2017,Albany,Guard,185,83,Success
228,Nathan Josephs,2017,Texas St.,Guard,178,81,Success
229,Jorden Kite,2017,Incarnate Word,Guard,190,83,Success
230,Ervin Mitchell,2017,Grambling St.,Forward,196,0,Success
231,Matt Frierson,2017,The Citadel,Guard,188,72,Success
232,Zach Rammelt,2017,North Dakota St.,Guard,188,88,Success
233,Quayson Williams,2017,The Citadel,Guard,180,77,Success
234,Dennis Ashley,2017,Maine,Guard,185,79,Success
235,Grant Sinn,2017,IUPUI,Guard,188,81,Success
236,Evan Hall,2017,IUPUI,Forward,201,104,Success
237,Noah Thomas,2017,IUPUI,Forward,206,106,Success
238,JT Gibson,2017,Nebraska Omaha,Guard,190,88,Success
239,Tra-Deon Hollins,2017,Nebraska Omaha,Guard,188,86,Success
240,Jarrey Foster,2017,SMU,Guard,198,99,Success
241,Alonzo Campbell,2017,Stony Brook,Center,213,106,Success
242,Derric Jean,2017,Louisiana Tech,Guard,188,86,Success
243,Jy'lan Washington,2017,Louisiana Tech,Forward,206,95,Success
244,Olin Carter III,2017,San Diego,-1,-1,-1,Failure: Did not find player
245,Tyler Williams,2017,San Diego,Guard,185,90,Success
246,Kyle Clark,2017,Saint Mary's,Forward,201,99,Success
247,Andy Van Vliet,2017,Wisconsin,-1,-1,-1,Failure: Did not find player
248,Kanler Coker,2017,North Carolina,Guard,193,90,Success
249,Justice Obasohan,2017,East Carolina,Guard,196,99,Success
250,Craig Randall II,2017,Memphis,-1,-1,-1,Failure: Did not find player
251,Jake Dadika,2017,Rutgers,Guard,180,72,Success
252,Jordan Dartis,2017,Ohio,Guard,190,83,Success
253,Taylor Adway,2017,Toledo,Forward,206,95,Success
254,Doug Taylor,2017,Ohio,Forward,206,117,Success
255,Jaelan Sanford,2017,Toledo,Guard,193,90,Success
256,Jalen Bradley,2017,Oral Roberts,Guard,183,81,Success
257,Devin Cannady,2017,Princeton,Guard,188,82,Success
258,Adam Wolf,2017,Missouri,Forward,201,99,Success
259,Trey Phills,2017,Yale,Guard,188,83,Success
260,Thomas Ryan,2017,Yale,Guard,193,83,Success
261,Blake Reynolds,2017,Yale,Forward,201,108,Success
262,Darius Moore,2017,Presbyterian,Guard,178,79,Success
263,Kristinn Palsson,2017,Marist,Guard,198,90,Success
264,Brian Parker,2017,Marist,Forward,198,0,Success
265,Devin Cooper,2017,Radford,Guard,185,79,Success
266,Caleb Tanner,2017,Radford,Guard,185,81,Success
267,Darius Bolstad,2017,Radford,Center,203,108,Success
268,Anfernee Felton,2017,Jackson St.,Guard,175,70,Success
269,David Leitao III,2017,DePaul,-1,-1,-1,Failure: Did not find player
270,Jack Shaughnessy,2017,Seattle,Guard,188,81,Success
271,Deven Dorsett,2017,Maryland Eastern Shore,Forward,198,86,Success
272,Brandon Charnov,2017,Brown,Center,211,113,Success
273,Andrew Panayiotou,2017,Columbia,Forward,201,87,Success
274,Tanner Rubio,2017,Jacksonville,Guard,183,83,Success
275,David Erebor,2017,Brown,Forward,206,104,Success
276,Joshua Howard,2017,Brown,Forward,198,92,Success
277,Charles Ruise Jr.,2017,Fort Wayne,-1,-1,-1,Failure: Did not find player
278,Kason Harrell,2017,Fort Wayne,Guard,188,87,Success
279,Nick DiNardi,2017,Loyola Chicago,Forward,201,102,Success
280,PJ Savoy,2017,Florida St.,Guard,193,95,Success
281,Aaron Rohlman,2017,North Carolina,Forward,198,95,Success
282,Shaheed Medlock,2017,Georgia Tech,Guard,196,88,Success
283,Nick Fruscio,2017,Albany,Guard,178,77,Success
284,Trevon Gross Jr.,2017,Virginia,-1,-1,-1,Failure: Did not find player
285,Michael Brown,2017,Davidson,Guard,193,93,Success
286,Ken Uhlar,2017,New Hampshire,Forward,198,97,Success
287,Malcolm Wynter,2017,Davidson,Guard,178,70,Success
288,Cal Freundlich,2017,Davidson,Guard,188,72,Success
289,Sidy N'dir,2017,New Mexico St.,Guard,188,81,Success
290,Isiah Brown,2017,Northwestern,Forward,203,95,Success
291,Isaiah Roby,2017,Nebraska,Forward,203,104,Success
292,Jordy Tshimanga,2017,Nebraska,Center,211,126,Success
293,Brady Rudrud,2017,Minnesota,Guard,188,86,Success
294,Jeriah Horne,2017,Nebraska,Forward,201,99,Success
295,Eric Curry,2017,Minnesota,Forward,206,108,Success
296,Michael Hurt,2017,Minnesota,Forward,201,99,Success
297,Amir Coffey,2017,Minnesota,Guard,203,95,Success
298,Kai Edwards,2017,Northern Colorado,Forward,206,102,Success
299,Brandon Hollins,2017,Portland St.,Forward,198,90,Success
300,Warren Jones,2017,Green Bay,Guard,190,86,Success
301,Tyrell Williams,2017,Iona,Forward,206,113,Success
302,Diontae Jones,2017,Grambling St.,Guard,198,95,Success
303,Patrick Steeves,2017,George Washington,Forward,201,99,Success
304,Siyani Chambers,2017,Harvard,Guard,183,77,Success
305,Emile Blackman,2017,Duquesne,Guard,193,88,Success
306,James Butler,2017,Navy,Forward,203,109,Success
307,Kyran McClure,2017,Navy,Guard,185,72,Success
308,Dylan Brewster,2017,Chattanooga,Guard,183,81,Success
309,Dillon Reppart,2017,East Tennessee St.,Guard,190,81,Success
310,Marshall Graves,2017,LSU,Guard,193,88,Success
311,Reed Vial,2017,LSU,Guard,190,86,Success
312,Christian Albright,2017,Lamar,Forward,201,108,Success
313,Darraja Parnell,2017,Central Arkansas,Guard,193,88,Success
314,Jalen Jackson,2017,Tennessee Martin,Forward,198,92,Success
315,Kahari Beaufort,2017,Tennessee Martin,Guard,193,83,Success
316,Dante Bailey,2017,Tennessee Martin,Forward,198,99,Success
317,Sean Barksdale,2017,Saint Peter's,Forward,196,83,Success
318,Quinn Taylor,2017,Saint Peter's,Forward,203,108,Success
319,Kyle Nugent,2017,Texas A&M,Guard,193,81,Success
320,Mark French,2017,Texas A&M,Guard,173,73,Success
321,Eric Vila,2017,Texas A&M,Forward,211,100,Success
322,Richie Mitchell,2017,Marist,Guard,185,79,Success
323,Tobias Sjoberg,2017,Marist,Center,206,113,Success
324,Ahmed Ismail,2017,Manhattan,Center,216,117,Success
325,Zavier Peart,2017,Manhattan,Forward,208,117,Success
326,Chase Carlton,2017,Texas A&M,Guard,185,84,Success
327,Caleb Smith,2017,Texas A&M,Guard,185,80,Success
328,Tyler Blount,2017,Texas St.,Guard,180,74,Success
329,Deris Duncan,2017,Texas St.,Guard,193,83,Success
330,Immanuel King,2017,Texas St.,Forward,203,99,Success
331,Patrick Binzer,2017,UT Arlington,Guard,185,81,Success
332,Nijal Pearson,2017,Texas St.,Guard,196,90,Success
333,Marlin Davis,2017,Texas St.,Guard,188,74,Success
334,Nedeljko Prijovic,2017,Texas St.,Forward,203,95,Success
335,Erkam Kiris,2017,UT Arlington,Forward,203,94,Success
336,DJ Bryant,2017,UT Arlington,Guard,180,83,Success
337,Izayah Mauriohooho-le'afa,2017,Sacramento St.,Guard,188,90,Success
338,Decardo Day,2017,Southern Utah,Guard,196,81,Success
339,Jacob Calloway,2017,Southern Utah,Forward,203,97,Success
340,Neema Namdar,2017,Southern Utah,Guard,185,77,Success
341,Ivan Madunic,2017,Southern Utah,Forward,211,104,Success
342,Christian Musoko,2017,Southern Utah,Forward,203,106,Success
343,Brayden Holker,2017,Southern Utah,Forward,206,102,Success
344,Jerrick Harding,2017,Weber St.,Guard,185,81,Success
345,Adrian Carrion,2017,Grand Canyon,-1,-1,-1,Failure: Did not find player
346,Devorious Brown,2017,Florida Atlantic,Guard,188,88,Success
347,William Pfister,2017,Florida Atlantic,Forward,208,104,Success
348,Jailyn Ingram,2017,Florida Atlantic,Forward,201,97,Success
349,Quentin Jackson,2017,Charlotte,Guard,188,80,Success
350,DaQuan Bracey,2017,Louisiana Tech,Guard,180,79,Success
351,Martin Jones II,2017,North Carolina A&T,-1,-1,-1,Failure: Did not find player
352,Drew Davis,2017,Mississippi St.,Guard,178,78,Success
353,Daniel Norl,2017,Nebraska Omaha,Guard,188,83,Success
354,Bryce Peters,2017,Colorado,Guard,193,88,Success
355,Lucas Siewert,2017,Colorado,Forward,208,104,Success
356,Lis Shoshi,2017,Little Rock,Forward,211,95,Success
357,Issa Thiam,2017,Rutgers,Forward,208,86,Success
358,D'Mitrik Trice,2017,Wisconsin,Guard,183,83,Success
359,Charlie Moore,2017,California,Guard,180,81,Success
360,Don Coleman,2017,California,Guard,188,86,Success
361,Deleon Brown,2017,Colorado,Guard,193,74,Success
362,De'Ron Davis,2017,Indiana,Forward,208,115,Success
363,Nadi Beciri,2017,Fairleigh Dickinson,Forward,201,97,Success
364,Shaquille Preston,2017,Prairie View A&M,-1,-1,-1,Failure: Did not find player
365,Jo Lual-Acuil Jr.,2017,Baylor,-1,-1,-1,Failure: Did not find player
366,Matt Cimino,2017,American,Forward,208,96,Success
367,Darian Bryant,2017,Delaware,Guard,193,90,Success
368,Alex Dubovitskiy,2017,Chicago St.,Guard,198,90,Success
369,Artis Cleveland,2017,Alabama St.,Center,213,111,Success
370,Miye Oni,2017,Yale,Guard,198,95,Success
371,Eric Monroe,2017,Yale,Guard,188,79,Success
372,David DiLeo,2017,Central Michigan,Forward,203,101,Success
373,Austin Williams,2017,Yale,Guard,185,79,Success
374,Kevin McKay,2017,Central Michigan,Guard,196,103,Success
375,Matty Smith,2017,Central Michigan,Guard,180,81,Success
376,Malik Johnson,2017,Canisius,Guard,188,79,Success
377,Cecil Williams,2017,Central Michigan,Forward,198,95,Success
378,Alex Moffatt,2017,Memphis,Forward,196,101,Success
379,Jalan McCloud,2017,Texas Southern,Guard,178,72,Success
380,Kevin Scott,2017,Texas Southern,Guard,190,0,Success
381,Demontrae Jefferson,2017,Texas Southern,Guard,170,68,Success
382,Mike Lewis II,2017,Duquesne,-1,-1,-1,Failure: Did not find player
383,Trey Landers,2017,Dayton,Guard,196,100,Success
384,Jon Axel Gudmundsson,2017,Davidson,-1,-1,-1,Failure: Did not find player
385,Anthony Lamb,2017,Vermont,Forward,198,102,Success
386,Cameron Wolter,2017,UMass Lowell,Forward,203,106,Success
387,Stefan Borovac,2017,UMass Lowell,Forward,203,92,Success
388,Darrell Bowie,2017,Iowa St.,Forward,201,99,Success
389,Tyler Jones,2017,Maryland Eastern Shore,Guard,188,95,Success
390,Randell Pickett,2017,Maryland Eastern Shore,Guard,188,83,Success
391,Michael Obindu,2017,Howard,Forward,203,104,Success
392,Logan McIntosh,2017,Maryland Eastern Shore,Guard,190,81,Success
393,Clayton Jones,2017,Illinois,Guard,185,77,Success
394,Ike Anigbogu,2017,UCLA,Forward,208,113,Success
395,TJ Leaf,2017,UCLA,Forward,208,102,Success
396,Trevor Stanback,2017,Stanford,Forward,211,102,Success
397,Lonzo Ball,2017,UCLA,Guard,198,86,Success
398,Beau Rydalch,2017,Utah,Guard,198,92,Success
399,JoJo Zamora,2017,Utah,Guard,188,81,Success
400,Chris Barnes,2017,UTEP,Forward,203,108,Success
401,Keon Clergeot,2017,Memphis,Guard,185,86,Success
402,Solomon Yon,2017,UT Rio Grande Valley,Guard,183,79,Success
403,Lesley Varner Jr.,2017,UT Rio Grande Valley,-1,-1,-1,Failure: Did not find player
404,Mattia Da Campo,2017,Seattle,-1,-1,-1,Failure: Did not find player
405,Morgan Means,2017,Seattle,Guard,190,79,Success
406,Scott Ulaneo,2017,Seattle,Forward,208,97,Success
407,Marlon Jones,2017,New Mexico St.,Forward,206,100,Success
408,Jermaine Haley,2017,New Mexico St.,Guard,201,97,Success
409,Yito Alvarado,2017,South Florida,Forward,201,93,Success
410,Chris Lewis,2017,Harvard,Forward,201,0,Success
411,Christian Juzang,2017,Harvard,Guard,188,79,Success
412,Ian Sistare,2017,Dartmouth,Guard,190,90,Success
413,James Foye,2017,Dartmouth,Guard,193,88,Success
414,Will Emery,2017,Dartmouth,Forward,206,99,Success
415,Ian Carter,2017,Dartmouth,Forward,201,99,Success
416,Justin Bassey,2017,Harvard,Guard,196,97,Success
417,Robert Baker,2017,Harvard,Guard,188,83,Success
418,Bryce Aiken,2017,Harvard,Guard,183,81,Success
419,Jonas Stakeliunas,2017,Dartmouth,Forward,203,99,Success
420,Erik Goldbach,2017,College of Charleston,Guard,185,70,Success
421,Steven Shpreyregin,2017,Washington St.,Guard,185,81,Success
422,Koko Kurdoghlian,2017,California,Guard,188,82,Success
423,Jermaine Marrow,2017,Hampton,Guard,183,82,Success
424,Peter Kiss,2017,Quinnipiac,Guard,196,90,Success
425,Cassius Winston,2017,Michigan St.,Guard,185,83,Success
426,Miles Bridges,2017,Michigan St.,Forward,201,104,Success
427,Joshua Langford,2017,Michigan St.,Guard,196,90,Success
428,Adam Mitola,2017,George Washington,Guard,188,87,Success
429,Tobias Howard,2017,Western Kentucky,Guard,188,83,Success
430,Nate Darling,2017,UAB,Guard,196,90,Success
431,Javien Williams,2017,UAB,Guard,193,79,Success
432,Byron Frohnen,2017,UTSA,Forward,198,104,Success
433,Giovanni De Nicolao,2017,UTSA,-1,-1,-1,Failure: Did not find player
434,Mitar Stanojevic,2017,UTSA,Forward,201,97,Success
435,George Willborn III,2017,UTSA,-1,-1,-1,Failure: Did not find player
436,Kevin Marfo,2017,George Washington,Forward,203,112,Success
437,Jair Bolden,2017,George Washington,Guard,190,95,Success
438,Colin Slater,2017,Tulane,Guard,185,86,Success
439,Prince Okoroh,2017,Howard,Guard,196,86,Success
440,Antwain Johnson,2017,Middle Tennessee,Guard,188,91,Success
